player_id,Year,Pos,Age,Tm,G,TS%,FTr,OWS,DWS,WS,FG,FGA,FG%,2P,2PA,2P%,eFG%,FT,FTA,FT%,AST,PF,PTS
1345,1993,SF,30,MIL,3,0.431,0.364,0,0,0,4,11,0.364,4,11,0.364,0.364,3,4,0.75,2,4,11
1346,1986,PF,22,PHI,31,0.491,0.176,0.1,0.4,0.5,56,119,0.471,56,118,0.475,0.471,14,21,0.667,17,56,126
1346,1990,PF,26,SAC,11,0.202,0.222,-0.2,0,-0.2,1,9,0.111,1,9,0.111,0.111,2,2,1,0,8,4
1347,1986,PF,23,NYK,71,0.487,0.591,-0.6,1.6,0.9,125,274,0.456,125,274,0.456,0.456,86,162,0.531,43,209,336
1347,1987,PF,24,NYK,33,0.468,0.299,-0.4,0.2,-0.3,29,67,0.433,29,66,0.439,0.433,13,20,0.65,8,48,71
1347,1988,PF,25,TOT,48,0.532,0.423,0.1,0.3,0.4,65,130,0.5,65,128,0.508,0.5,34,55,0.618,15,103,164
1347,1988,PF,25,NYK,7,0.377,0.421,-0.2,0.1,-0.1,6,19,0.316,6,19,0.316,0.316,5,8,0.625,4,23,17
1347,1988,PF,25,PHI,41,0.558,0.423,0.3,0.2,0.5,59,111,0.532,59,109,0.541,0.532,29,47,0.617,11,80,147
1347,1989,PF,26,PHI,54,0.462,0.541,-0.1,0.2,0.1,47,111,0.423,46,108,0.426,0.428,32,60,0.533,15,87,127
1347,1990,PF,27,PHI,56,0.457,0.455,-0.4,0.7,0.3,48,112,0.429,47,109,0.431,0.433,26,51,0.51,17,105,123
1347,1991,PF,28,MIN,12,0.46,0.769,-0.2,0,-0.2,4,13,0.308,4,13,0.308,0.308,8,10,0.8,1,18,16
1347,1992,PF,29,UTA,2,0.254,0.286,0,0,0,1,7,0.143,1,7,0.143,0.143,2,2,1,0,1,4
1347,1996,PF,33,WSB,7,0.218,0.333,0,0,0,1,6,0.167,1,6,0.167,0.167,1,2,0.5,0,7,3
1348,1986,PF,21,IND,81,0.539,0.234,0.7,2.6,3.2,516,1002,0.515,516,1000,0.516,0.515,160,234,0.684,79,290,1192
1348,1987,PF,22,IND,81,0.558,0.408,3.2,2.3,5.6,458,892,0.513,458,890,0.515,0.513,258,364,0.709,117,293,1174
1348,1988,PF,23,IND,79,0.558,0.315,3.3,2.5,5.7,511,998,0.512,511,996,0.513,0.512,246,314,0.783,103,274,1268
1348,1989,PF,24,TOT,79,0.568,0.396,3.9,2,5.9,532,1036,0.514,532,1032,0.516,0.514,317,410,0.773,128,290,1381
1348,1989,PF,24,IND,48,0.57,0.443,2.1,1.1,3.1,285,564,0.505,285,560,0.509,0.505,198,250,0.792,75,181,768
1348,1989,PF,24,SAC,31,0.565,0.339,1.8,1,2.8,247,472,0.523,247,472,0.523,0.523,119,160,0.744,53,109,613
1348,1990,PF,25,SAC,79,0.565,0.283,4.8,2.2,7,726,1383,0.525,726,1377,0.527,0.525,306,391,0.783,108,251,1758
1348,1991,PF,26,SAC,33,0.535,0.314,0.8,1.1,1.8,262,542,0.483,262,541,0.484,0.483,136,170,0.8,66,99,660
1348,1992,PF,27,SAC,72,0.529,0.19,1.6,1.8,3.4,522,1043,0.5,522,1041,0.501,0.5,151,198,0.763,106,248,1195
1348,1993,PF,28,SAC,76,0.54,0.216,2.5,1.9,4.5,544,1068,0.509,544,1066,0.51,0.509,175,231,0.758,108,277,1263
1348,1994,PF,29,SAC,79,0.541,0.241,3.8,1.6,5.4,552,1102,0.501,552,1102,0.501,0.501,215,266,0.808,139,290,1319
1348,1995,PF,30,PHO,65,0.518,0.213,0.8,0.9,1.7,278,574,0.484,278,574,0.484,0.484,94,122,0.77,45,190,650
1348,1996,PF,31,PHO,63,0.534,0.264,1.2,0.8,2,279,564,0.495,279,564,0.495,0.495,114,149,0.765,58,188,672
1348,1997,PF,32,PHO,53,0.441,0.129,-1,0.4,-0.6,158,371,0.426,158,371,0.426,0.426,30,48,0.625,20,111,346
1349,1986,PG,23,TOT,13,0.502,0.47,-0.2,0.2,0,28,66,0.424,25,56,0.446,0.447,21,31,0.677,26,24,80
1349,1986,PG,23,ATL,3,0.336,0.143,-0.1,0,-0.1,2,7,0.286,2,7,0.286,0.286,1,1,1,0,6,5
1349,1986,PG,23,PHO,10,0.519,0.508,-0.1,0.1,0.1,26,59,0.441,23,49,0.469,0.466,20,30,0.667,26,18,75
1349,1988,PG,25,NYK,21,0.539,0.229,0.1,0.2,0.3,21,48,0.438,16,34,0.471,0.49,10,11,0.909,24,20,57
1349,1989,PG,26,IND,2,0.184,0.2,-0.1,0,-0.1,1,5,0.2,1,2,0.5,0.2,0,1,0,0,1,2
1349,1990,PG,27,TOT,64,0.461,0.332,-0.4,0.4,0,87,250,0.348,64,187,0.342,0.394,67,83,0.807,174,106,264
1349,1990,PG,27,ATL,32,0.53,0.347,0.2,0,0.3,30,72,0.417,23,59,0.39,0.465,21,25,0.84,52,35,88
1349,1990,PG,27,SAC,32,0.432,0.326,-0.6,0.3,-0.3,57,178,0.32,41,128,0.32,0.365,46,58,0.793,122,71,176
1349,1994,PG,31,CLE,12,0.233,0.167,-0.2,0,-0.2,2,12,0.167,2,11,0.182,0.167,2,2,1,11,8,6
1350,1986,C,22,PHO,11,0.329,0.319,-0.6,0.2,-0.4,23,72,0.319,23,72,0.319,0.319,8,23,0.348,16,34,54
1350,1987,C,23,PHO,57,0.457,0.373,-0.4,0.7,0.3,65,158,0.411,65,156,0.417,0.411,38,59,0.644,43,94,168
1351,1986,SG,22,BOS,57,0.477,0.432,-0.3,0.6,0.3,59,162,0.364,58,158,0.367,0.367,65,70,0.929,69,59,184
1351,1987,PG,23,BOS,46,0.534,0.404,0.2,0.3,0.5,60,136,0.441,60,136,0.441,0.441,51,55,0.927,59,33,171
1351,1988,PG,24,TOT,72,0.536,0.362,1.8,1.5,3.3,210,461,0.456,202,440,0.459,0.464,145,167,0.868,381,145,573
1351,1988,PG,24,SEA,43,0.547,0.395,0.6,0.4,1,72,152,0.474,67,139,0.482,0.49,46,60,0.767,137,63,195
1351,1988,PG,24,CHI,29,0.531,0.346,1.2,1.1,2.3,138,309,0.447,135,301,0.449,0.451,99,107,0.925,244,82,378
1351,1989,PG,25,CHI,70,0.527,0.228,1,1.3,2.3,274,566,0.484,272,549,0.495,0.486,106,129,0.822,335,124,656
1351,1990,PG,26,ORL,63,0.536,0.379,2,0.4,2.4,258,564,0.457,257,550,0.467,0.458,188,214,0.879,354,108,705
1351,1991,PG,27,ORL,49,0.5,0.34,0.3,0.6,0.9,152,353,0.431,149,334,0.446,0.435,99,120,0.825,197,74,406
1351,1992,PG,28,ORL,39,0.506,0.372,0.5,0.6,1.1,150,349,0.43,149,336,0.443,0.431,110,130,0.846,148,55,411
1352,1986,PG,22,ATL,79,0.578,0.667,1.9,1.6,3.5,199,412,0.483,197,401,0.491,0.485,216,275,0.785,337,164,616
1352,1987,PG,23,ATL,33,0.536,0.648,0.4,0.8,1.2,71,162,0.438,70,156,0.449,0.441,80,105,0.762,167,65,223
1352,1988,PG,24,ATL,82,0.533,0.326,0.9,1.4,2.3,191,402,0.475,190,383,0.496,0.476,107,131,0.817,337,125,490
1352,1989,PG,25,ATL,81,0.504,0.207,0.9,1.3,2.2,133,290,0.459,132,268,0.493,0.46,52,60,0.867,284,104,319
1352,1990,PG,26,ATL,82,0.538,0.302,3.5,1.1,4.5,294,616,0.477,293,597,0.491,0.478,162,186,0.871,477,185,751
1352,1991,PG,27,ATL,75,0.545,0.331,4,1.4,5.4,359,803,0.447,305,635,0.48,0.481,231,266,0.868,417,180,1003
1352,1992,PG,28,SAC,77,0.54,0.303,2.5,1.6,4.1,448,1006,0.445,375,807,0.465,0.482,262,305,0.859,547,193,1231
1352,1993,PG,29,SAC,69,0.536,0.416,2.5,1.4,3.9,342,789,0.433,305,654,0.466,0.457,279,328,0.851,481,177,1000
1352,1994,PG,30,SAC,79,0.546,0.31,4,1.1,5.1,373,810,0.46,318,646,0.492,0.494,204,251,0.813,528,182,1005
1352,1995,PG,31,SAC,76,0.552,0.351,3.1,2,5.1,302,689,0.438,254,544,0.467,0.473,226,242,0.934,468,148,878
1352,1996,PG,32,TOT,77,0.551,0.337,2.3,0.7,3,186,430,0.433,139,301,0.462,0.487,125,145,0.862,294,109,544
1352,1996,PG,32,ATL,51,0.576,0.392,1.8,0.4,2.2,104,222,0.468,86,165,0.521,0.509,74,87,0.851,140,68,300
1352,1996,PG,32,MIN,26,0.522,0.279,0.5,0.3,0.8,82,208,0.394,53,136,0.39,0.464,51,58,0.879,154,41,244
1352,1998,PG,34,ORL,4,0.466,0.167,-0.1,0,-0.1,5,12,0.417,5,11,0.455,0.417,2,2,1,5,6,12
1353,1986,C,22,DAL,56,0.524,0.405,0.5,0.4,0.9,72,153,0.471,72,149,0.483,0.471,45,62,0.726,21,83,189
1353,1987,C,23,DAL,58,0.496,0.455,0,0.5,0.5,56,132,0.424,56,130,0.431,0.424,45,60,0.75,24,95,157
1353,1988,C,24,DAL,30,0.549,0.388,0.2,0.2,0.4,25,49,0.51,24,47,0.511,0.52,12,19,0.632,4,33,63
1353,1989,C,25,DAL,65,0.482,0.298,0,1.2,1.3,119,275,0.433,118,266,0.444,0.435,61,82,0.744,46,211,300
1353,1990,C,26,DAL,60,0.506,0.321,0.2,1.1,1.2,105,234,0.449,105,230,0.457,0.449,60,75,0.8,41,144,270
1353,1991,C,27,SAC,77,0.479,0.227,0.4,1.8,2.1,181,415,0.436,180,410,0.439,0.437,74,94,0.787,69,230,437
1353,1994,C,30,CHI,76,0.52,0.183,1.3,2.3,3.5,235,482,0.488,235,480,0.49,0.488,72,88,0.818,70,214,542
1353,1995,C,31,CHI,73,0.527,0.199,1,1.3,2.3,156,317,0.492,156,313,0.498,0.492,51,63,0.81,40,198,363
1353,1996,C,32,CHI,71,0.519,0.125,1.2,1.6,2.8,169,343,0.493,168,342,0.491,0.494,37,43,0.86,46,171,376
1353,1997,C,33,CHI,61,0.538,0.224,1.1,0.9,2,118,237,0.498,118,235,0.502,0.498,44,53,0.83,41,132,280
1353,1998,C,34,CHI,48,0.461,0.122,0.3,0.6,0.8,75,172,0.436,75,172,0.436,0.436,17,21,0.81,19,77,167
1353,1999,C,35,CHI,38,0.381,0.124,-0.7,0.5,-0.3,62,178,0.348,61,177,0.345,0.351,18,22,0.818,18,79,143
1353,2000,C,36,SAC,7,0.352,0.105,0,0.1,0.1,6,19,0.316,6,19,0.316,0.316,2,2,1,1,13,14
1354,1986,SG,22,NYK,81,0.488,0.254,-1.2,1.9,0.7,437,934,0.468,430,909,0.473,0.472,132,237,0.557,161,155,1013
1354,1987,SG,23,NYK,80,0.527,0.257,2.3,1,3.3,633,1302,0.486,607,1228,0.494,0.496,235,335,0.701,354,165,1527
1354,1988,SG,24,NYK,81,0.493,0.184,1.1,2.3,3.4,591,1324,0.446,552,1195,0.462,0.461,191,243,0.786,326,183,1412
1354,1989,SG,25,NYK,81,0.512,0.24,2.4,1.9,4.3,462,1025,0.451,411,853,0.482,0.476,186,246,0.756,274,166,1161
1354,1990,SG,26,NYK,82,0.52,0.251,2.3,2.1,4.4,472,1032,0.457,433,907,0.477,0.476,208,259,0.803,330,188,1191
1354,1991,SG,27,NYK,68,0.524,0.256,1.2,1.8,3,380,804,0.473,371,761,0.488,0.478,169,206,0.82,275,181,938
1354,1992,SG,28,NYK,82,0.491,0.165,1.3,2.7,4,431,964,0.447,393,856,0.459,0.467,116,159,0.73,219,195,1016
1354,1993,SF,29,CLE,80,0.508,0.227,1.4,2.1,3.5,361,797,0.453,345,739,0.467,0.463,152,181,0.84,183,154,890
1354,1994,SG,30,CLE,82,0.539,0.256,4.2,2.6,6.8,446,975,0.457,362,763,0.474,0.501,194,250,0.776,255,186,1170
1354,1996,SG,32,VAN,28,0.437,0.112,-0.6,0.4,-0.2,77,205,0.376,63,141,0.447,0.41,20,23,0.87,68,55,188
1354,1997,SG,33,ORL,80,0.503,0.25,0.9,1.2,2.1,323,759,0.426,257,556,0.462,0.469,136,190,0.716,173,144,848
1354,1998,SG,34,ORL,72,0.398,0.226,-2.1,0.9,-1.2,141,434,0.325,112,325,0.345,0.358,69,98,0.704,78,78,380
1354,1999,SG,35,ORL,3,0.101,0.222,-0.2,0,-0.2,0,9,0,0,9,0,0,2,2,1,1,3,2
1355,1986,PF,20,DEN,53,0.587,0.36,0.6,0.8,1.4,67,111,0.604,67,111,0.604,0.604,17,40,0.425,14,68,151
1357,1987,SF,22,PHO,62,0.5,0.193,-0.1,0.5,0.4,146,331,0.441,130,281,0.463,0.465,51,64,0.797,45,75,359
1357,1992,SF,27,NJN,76,0.477,0.176,0.8,0.7,1.5,187,432,0.433,173,383,0.452,0.449,56,76,0.737,68,109,444
1357,1993,SF,28,NJN,68,0.484,0.17,-0.1,1,0.9,182,411,0.443,175,377,0.464,0.451,57,70,0.814,53,125,428
1357,1995,SF,30,DET,79,0.521,0.169,0.9,0.6,1.5,279,586,0.476,255,503,0.507,0.497,74,99,0.747,109,236,656
1357,1996,SF,31,CHH,53,0.489,0.133,0,0.2,0.2,77,165,0.467,77,156,0.494,0.467,17,22,0.773,30,74,171
1357,1997,SF,32,CHH,41,0.476,0.23,0.2,0.1,0.4,49,122,0.402,41,102,0.402,0.434,22,28,0.786,34,52,128
1358,1987,PF,23,DEN,64,0.516,0.228,0.7,0.7,1.5,217,443,0.49,215,434,0.495,0.492,67,101,0.663,74,138,503
1358,1988,PF,24,WSB,63,0.508,0.163,0.3,0.6,0.9,144,300,0.48,140,282,0.496,0.487,35,49,0.714,39,107,327
1358,1989,PF,25,WSB,74,0.531,0.202,1.2,1,2.2,206,431,0.478,193,393,0.491,0.493,73,87,0.839,63,160,498
1358,1990,PF,26,WSB,82,0.51,0.169,1.5,1.6,3.1,371,785,0.473,361,736,0.49,0.479,108,133,0.812,142,219,860
1358,1991,PF,27,WSB,42,0.496,0.213,0.1,0.6,0.6,99,225,0.44,94,204,0.461,0.451,41,48,0.854,45,88,244
1359,1987,C,23,PHO,50,0.422,0.24,-1.7,0.9,-0.8,142,358,0.397,142,357,0.398,0.397,50,86,0.581,57,125,334
1359,1988,C,24,DET,38,0.454,0.228,-0.2,0.5,0.2,44,101,0.436,44,101,0.436,0.436,13,23,0.565,4,47,101
1359,1990,C,26,DET,42,0.438,0.176,-0.5,0.5,-0.1,54,125,0.432,53,119,0.445,0.436,9,22,0.409,4,39,118
1359,1991,C,27,DET,60,0.492,0.322,0.5,0.8,1.3,106,242,0.438,101,229,0.441,0.448,55,78,0.705,32,76,272
1359,1992,C,28,DET,32,0.436,0.182,-0.2,0.5,0.3,50,121,0.413,50,120,0.417,0.413,14,22,0.636,12,56,114
1359,1993,C,29,SAS,16,0.387,0.444,-0.1,0.1,-0.1,9,27,0.333,8,26,0.308,0.352,6,12,0.5,0,15,25
1360,1987,SF-PF,22,TOT,63,0.561,0.376,1.4,0.9,2.3,407,766,0.531,407,763,0.533,0.531,187,288,0.649,105,196,1001
1360,1987,PF,22,POR,7,0.77,0.125,0.1,0,0.2,6,8,0.75,6,8,0.75,0.75,1,1,1,1,8,13
1360,1987,SF,22,SAS,56,0.559,0.379,1.3,0.9,2.2,401,758,0.529,401,755,0.531,0.529,186,287,0.648,104,188,988
1360,1988,SF,23,SAS,73,0.578,0.333,2.7,0.7,3.4,540,960,0.563,540,960,0.563,0.563,192,320,0.6,110,207,1272
1360,1989,PF,24,TOT,69,0.54,0.285,1,1.4,2.4,254,501,0.507,253,499,0.507,0.508,100,143,0.699,77,183,609
1360,1989,PF,24,NJN,29,0.501,0.273,-0.1,0.4,0.3,108,231,0.468,108,231,0.468,0.468,43,63,0.683,20,69,259
1360,1989,PF,24,HOU,40,0.573,0.296,1.1,1,2.1,146,270,0.541,145,268,0.541,0.543,57,80,0.713,57,114,350
1361,1987,PF,25,POR,11,0.486,1,0,0.1,0.1,4,10,0.4,4,10,0.4,0.4,6,10,0.6,1,5,14
1362,1987,SF,23,LAL,32,0.576,0.563,0.4,0.4,0.7,48,96,0.5,48,94,0.511,0.5,42,54,0.778,16,39,138
1362,1988,SF,24,NJN,20,0.461,0.172,-0.5,0.3,-0.1,56,134,0.418,55,129,0.426,0.422,20,23,0.87,16,41,133
1362,1989,SF,25,POR,67,0.509,0.275,0.7,0.8,1.5,202,436,0.463,195,405,0.481,0.471,87,120,0.725,60,99,498
1362,1990,SF,26,MIN,11,0.46,0.361,-0.1,0.1,0,25,61,0.41,24,60,0.4,0.418,14,22,0.636,4,14,65
1363,1987,C,23,CHI,62,0.554,0.358,0.1,0.9,1,106,201,0.527,106,201,0.527,0.527,46,72,0.639,24,129,258
1363,1988,C,24,CHI,46,0.48,0.408,0,0.7,0.7,78,174,0.448,78,173,0.451,0.448,41,71,0.577,28,85,197
1363,1989,C,25,UTA,66,0.491,0.524,-0.4,1.8,1.4,104,248,0.419,104,248,0.419,0.419,92,130,0.708,41,133,300
1363,1990,C,26,UTA,82,0.593,0.578,1.7,2,3.7,177,344,0.515,176,342,0.515,0.516,157,199,0.789,47,187,512
1363,1991,C,27,UTA,82,0.538,0.627,0.5,1.9,2.4,129,284,0.454,129,284,0.454,0.454,132,178,0.742,49,166,390
1363,1992,C,28,UTA,82,0.515,0.584,1.4,2.3,3.7,221,488,0.453,221,487,0.454,0.453,190,285,0.667,81,196,632
1363,1993,C,29,UTA,82,0.483,0.401,-0.1,1.6,1.5,176,409,0.43,176,408,0.431,0.43,113,164,0.689,64,190,465
1363,1994,C,30,MIN,82,0.479,0.454,0,1.6,1.5,111,260,0.427,111,258,0.43,0.427,77,118,0.653,72,218,299
1363,1995,C,31,MIN,27,0.337,0.675,-0.6,0.2,-0.4,10,40,0.25,10,39,0.256,0.25,15,27,0.556,10,35,35
1363,1996,C,32,PHI,9,0.554,1.063,0.1,0.1,0.1,9,16,0.563,9,16,0.563,0.563,8,17,0.471,3,24,26
1363,1997,C,33,PHO,6,0.488,0.833,0.1,0.1,0.2,5,12,0.417,5,12,0.417,0.417,6,10,0.6,5,9,16
1364,1987,C,25,NJN,68,0.617,0.387,0.9,1.1,2,182,313,0.581,182,312,0.583,0.581,88,121,0.727,37,200,452
1364,1988,PF,26,TOT,70,0.555,0.408,0.4,1.4,1.8,226,453,0.499,226,450,0.502,0.499,141,185,0.762,62,230,593
1364,1988,PF,26,NJN,27,0.536,0.35,-0.2,0.8,0.6,116,240,0.483,116,238,0.487,0.483,65,84,0.774,39,110,297
1364,1988,PF,26,PHI,43,0.575,0.474,0.6,0.6,1.2,110,213,0.516,110,212,0.519,0.516,76,101,0.752,23,120,296
1364,1989,PF,27,PHI,58,0.537,0.32,0.3,0.5,0.8,117,241,0.485,117,241,0.485,0.485,61,77,0.792,17,120,295
1364,1990,PF,28,MIL,22,0.548,0.423,0.1,0.4,0.5,46,97,0.474,46,96,0.479,0.474,34,41,0.829,12,54,126
1364,1994,PF,32,DET,9,0.491,0.32,-0.1,0.1,0,12,25,0.48,12,25,0.48,0.48,4,8,0.5,0,9,28
1365,1987,SG,22,UTA,67,0.474,0.117,-0.3,0.8,0.5,139,326,0.426,122,266,0.459,0.452,30,38,0.789,58,86,325
1365,1988,SG,23,CLE,79,0.5,0.136,0,2,2,340,742,0.458,312,661,0.472,0.477,79,101,0.782,149,128,787
1365,1989,SG,24,CHH,48,0.527,0.088,0.4,0.5,0.9,256,521,0.491,237,466,0.509,0.51,40,46,0.87,50,68,571
1365,1990,SG,25,CHH,67,0.517,0.105,0.4,1.5,1.8,461,990,0.466,409,843,0.485,0.492,96,104,0.923,159,148,1070
1365,1991,SG,26,CHH,76,0.524,0.159,1.5,1.2,2.7,337,715,0.471,305,629,0.485,0.494,96,114,0.842,166,125,802
1365,1992,SG,27,CHH,77,0.547,0.146,1.9,1.3,3.2,504,1038,0.486,430,855,0.503,0.521,127,152,0.836,177,156,1209
1365,1993,SG,28,CHH,80,0.524,0.142,1.7,1.7,3.4,498,1102,0.452,403,865,0.466,0.495,136,157,0.866,180,150,1227
1365,1994,SG,29,CHH,82,0.543,0.114,3.6,1.4,5,533,1171,0.455,381,793,0.48,0.52,117,134,0.873,221,161,1335
1365,1995,SG,30,CHH,69,0.565,0.143,1.6,1.7,3.3,343,778,0.441,189,417,0.453,0.54,95,111,0.856,113,144,935
1365,1996,SG,31,CHH,82,0.568,0.176,3.8,1.4,5.1,441,974,0.453,277,568,0.488,0.537,146,171,0.854,176,173,1192
1365,1997,SG,32,CHH,68,0.561,0.17,2.8,1,3.8,384,836,0.459,258,540,0.478,0.535,114,142,0.803,118,147,1008
1365,1998,SG,33,CHH,52,0.536,0.12,1,0.7,1.7,194,434,0.447,133,289,0.46,0.517,41,52,0.788,69,85,490
1365,1999,SG,34,MIL,42,0.603,0.101,2,0.6,2.6,163,336,0.485,94,191,0.492,0.588,28,34,0.824,48,42,423
1365,2000,SG,35,TOR,67,0.542,0.07,1.6,0.6,2.2,194,454,0.427,99,212,0.467,0.532,24,32,0.75,89,66,507
1365,2001,SG,36,TOR,71,0.53,0.134,1.5,0.5,2,162,382,0.424,100,237,0.422,0.505,43,51,0.843,75,66,429
1365,2002,SG,37,TOR,56,0.495,0.107,0.6,0.6,1.2,141,347,0.406,96,216,0.444,0.471,33,37,0.892,61,50,360
1366,1987,C,21,CLE,80,0.579,0.443,2.6,3.5,6,487,905,0.538,487,905,0.538,0.538,279,401,0.696,304,248,1253
1366,1988,C,22,CLE,79,0.563,0.488,3,3.6,6.6,551,1081,0.51,551,1079,0.511,0.51,378,528,0.716,333,235,1480
1366,1989,C,23,CLE,78,0.594,0.518,5,4.6,9.6,544,1012,0.538,543,1009,0.538,0.538,386,524,0.737,285,175,1475
1366,1990,C,24,CLE,41,0.543,0.564,1.2,1.9,3.1,244,509,0.479,244,507,0.481,0.479,202,287,0.704,130,108,690
1366,1991,C,25,CLE,76,0.583,0.501,5.5,3.6,9,605,1155,0.524,605,1152,0.525,0.524,435,579,0.751,253,191,1645
1366,1992,C,26,CLE,73,0.629,0.528,8.2,3.5,11.7,576,1010,0.57,576,1008,0.571,0.57,414,533,0.777,262,190,1566
1366,1993,C,27,CLE,71,0.635,0.54,8.8,3.9,12.7,520,911,0.571,519,909,0.571,0.571,391,492,0.795,312,174,1432
1366,1994,C,28,CLE,50,0.566,0.538,3.9,2.6,6.4,296,606,0.488,296,606,0.488,0.488,256,326,0.785,149,145,848
1367,1987,PG,23,SAS,81,0.492,0.25,1.2,0.8,2,334,764,0.437,320,717,0.446,0.446,153,191,0.801,290,118,835
1367,1988,PG,24,SAS,65,0.551,0.265,4,0.3,4.3,405,835,0.485,386,774,0.499,0.496,198,221,0.896,480,95,1027
1367,1989,PG,25,SAS,32,0.505,0.28,0.2,0.8,1,177,400,0.443,177,396,0.447,0.443,100,112,0.893,224,64,454
1367,1990,PG,26,PHI,81,0.549,0.257,4.2,2.2,6.4,465,950,0.489,443,884,0.501,0.501,210,244,0.861,601,159,1162
1367,1991,PG,27,PHI,4,0.687,0.268,0.5,0.1,0.6,26,41,0.634,25,37,0.676,0.646,10,11,0.909,28,4,63
1367,1992,PG,28,PHI,82,0.502,0.206,2.3,1.2,3.6,394,902,0.437,358,801,0.447,0.457,164,186,0.882,567,158,988
1367,1993,PG,29,PHI,74,0.502,0.241,0.8,0.9,1.7,258,590,0.437,232,506,0.458,0.459,113,142,0.796,339,91,655
1367,1994,PG,30,PHI,72,0.509,0.236,0.6,0.6,1.1,177,423,0.418,140,318,0.44,0.462,84,100,0.84,263,74,475
1367,1995,PG,31,DET,50,0.552,0.204,0.8,0.3,1.1,125,270,0.463,100,197,0.508,0.509,50,55,0.909,205,74,325
1368,1987,SG,22,SAC,8,0.272,0.167,-0.3,0.1,-0.2,7,24,0.292,7,23,0.304,0.292,0,4,0,17,9,14
1369,1987,C,24,IND,24,0.497,0.324,0,0.2,0.2,16,37,0.432,16,37,0.432,0.432,10,12,0.833,7,42,42
1369,1988,C,25,IND,20,0.598,1.529,0,0.1,0.1,8,17,0.471,8,17,0.471,0.471,18,26,0.692,5,19,34
1369,1989,C,26,IND,53,0.613,0.831,0.1,0.2,0.4,43,77,0.558,43,77,0.558,0.558,43,64,0.672,18,100,129
1369,1990,C,27,IND,49,0.478,0.642,-0.1,0.3,0.2,20,53,0.377,20,53,0.377,0.377,25,34,0.735,8,69,65
1369,1991,C,28,IND,73,0.539,0.541,0.3,0.8,1.1,98,194,0.505,98,192,0.51,0.505,63,105,0.6,51,178,259
1369,1992,C,29,IND,60,0.559,0.46,0,0.4,0.5,43,87,0.494,42,86,0.488,0.5,30,40,0.75,25,123,117
1369,1993,C,30,IND,43,0.356,0.259,-0.2,0.2,0.1,19,58,0.328,19,54,0.352,0.328,8,15,0.533,8,60,46
1369,1994,C,31,DAL,54,0.547,0.365,0,0.6,0.6,52,104,0.5,51,103,0.495,0.505,27,38,0.711,31,159,132
1369,1995,C,32,CLE,58,0.458,0.402,-0.2,0.8,0.6,42,102,0.412,42,102,0.412,0.412,26,41,0.634,22,108,110
1369,1997,C,34,DAL,40,0.466,0.365,0,0.3,0.4,34,74,0.459,33,73,0.452,0.466,11,27,0.407,11,65,80
1370,1987,C,22,TOT,65,0.53,0.491,-0.1,0.9,0.8,130,273,0.476,130,272,0.478,0.476,92,134,0.687,29,192,352
1370,1987,C,22,SAS,14,0.44,0.311,0,0.1,0.2,18,45,0.4,18,45,0.4,0.4,9,14,0.643,6,27,45
1370,1987,C,22,POR,51,0.547,0.526,-0.1,0.8,0.7,112,228,0.491,112,227,0.493,0.491,83,120,0.692,23,165,307
1370,1988,C,23,POR,78,0.561,0.474,3,2.1,5.2,450,907,0.496,450,907,0.496,0.496,331,430,0.77,66,280,1231
1370,1989,C,24,POR,79,0.531,0.369,2.5,2.3,4.8,554,1161,0.477,554,1159,0.478,0.477,324,428,0.757,60,300,1432
1370,1990,C,25,POR,82,0.517,0.272,1.8,2.9,4.8,548,1146,0.478,548,1146,0.478,0.478,231,312,0.74,91,271,1327
1370,1991,C,26,POR,81,0.525,0.287,1.3,3,4.3,521,1084,0.481,521,1082,0.482,0.481,240,311,0.772,89,251,1282
1370,1992,C,27,POR,82,0.497,0.288,0.3,3,3.3,362,786,0.461,362,783,0.462,0.461,156,226,0.69,99,264,880
1370,1993,C,28,POR,74,0.477,0.253,0.2,2.3,2.5,301,688,0.438,301,686,0.439,0.438,127,174,0.73,70,222,729
1370,1994,C,29,WSB,69,0.457,0.299,-1.1,0.6,-0.5,184,441,0.417,184,441,0.417,0.417,88,132,0.667,56,223,456
1370,1995,C,30,WSB,40,0.475,0.262,-0.7,0.7,0,118,267,0.442,116,257,0.451,0.446,45,70,0.643,20,110,283
1370,1996,C,31,MIL,8,0.27,0.429,-0.2,0,-0.1,3,14,0.214,3,14,0.214,0.214,3,6,0.5,2,19,9
1370,1997,C,32,LAC,26,0.473,0.155,-0.5,0.3,-0.2,45,103,0.437,42,99,0.424,0.451,11,16,0.688,16,63,104
1371,1987,C,24,HOU,62,0.491,0.351,-0.1,0.6,0.5,88,202,0.436,88,201,0.438,0.436,53,71,0.746,22,83,229
1371,1988,C,25,GSW,70,0.495,0.332,-0.4,0.7,0.3,182,404,0.45,182,400,0.455,0.45,94,134,0.701,53,146,458
1371,1989,C,26,WSB,57,0.485,0.244,-0.4,0.8,0.4,116,266,0.436,116,265,0.438,0.436,54,65,0.831,36,136,286
1371,1991,C,28,HOU,52,0.43,0.314,-0.4,0.5,0.2,52,140,0.371,52,137,0.38,0.371,33,44,0.75,8,52,137
1371,1992,C,29,NJN,34,0.48,0.247,-0.1,0.2,0.1,33,77,0.429,33,77,0.429,0.429,16,19,0.842,6,22,82
